vehicle_type,vehicle_make,vehicle_model,vehicle_year,vehicle_age,vehicle_condition,vehicle_price,engine_type,age,gender,occupation,region,driving_experience,claims_history,policy_tenure,policy_type,claim_id,claim_date,claim_amount,claim_reason,damage_type,reported_delay,police_report,repair_estimate,actual_repair_cost,submission_channel,payment_channel,customer_contacted,agent_id,agent_city,fraud_reported,net_premium
Truck,Toyota,Camry,2001,24,Used,11471.02,Electric,58,Male,Lawyer,Central,4,2,4,Comprehensive,C100111,2022-07-17 03:01:38,4219.47,Vandalism,Major,2,1,4070.77,2754.42,Online,Bank Transfer,0,A488,South,0,887.12
Truck,BMW,X5,2014,11,Used,18060.17,Diesel,26,Male,Teacher,South,42,1,41,Collision,C100112,2019-04-04 22:33:46,11296.08,Vandalism,Minor,5,1,1612.51,4932.33,In-Person,Check,0,A376,East,0,1067.79
Truck,Mercedes,E-Class,2019,6,Used,11601.81,Diesel,61,Female,Engineer,South,12,1,10,Collision,C100113,2021-05-13 10:39:54,5391.37,Vandalism,Minor,2,0,7585.96,3126.82,Phone,Cash,0,A755,North,0,1210.42
Sedan,Ford,Escape,2017,8,New,23340.56,Electric,51,Female,Driver,South,39,3,35,Third-party,C100114,2023-02-05 16:48:53,4786.48,Accident,Minor,4,0,1925.16,3375.38,Phone,Cash,1,A804,South,0,1602.72
SUV,Ford,F-150,2010,15,Used,12517.55,Diesel,63,Female,Engineer,East,20,2,17,Third-party,C100115,2020-05-09 00:08:59,3350.05,Fire,Minor,3,0,1721.49,3540.63,Phone,Cash,1,A670,Central,0,910.54
Sedan,Toyota,Corolla,2009,16,Used,22023.14,Petrol,58,Male,Driver,South,36,0,34,Collision,C100116,2019-04-10 07:08:59,5625.93,Fire,Minor,7,1,3860.44,652.5,Online,Bank Transfer,0,A324,West,0,1334.05
Coupe,Honda,Civic,2003,22,Used,31652.93,Diesel,46,Female,Doctor,West,31,1,30,Third-party,C100117,2019-06-12 07:03:32,1120.29,Fire,Minor,4,0,2011.54,6578.24,Phone,Cash,1,A801,West,0,2517.2
Coupe,Toyota,Camry,2004,21,Used,23425.79,Hybrid,35,Male,Teacher,West,37,1,35,Collision,C100118,2019-07-26 00:13:26,8742.13,Theft,Minor,3,0,3760.96,4978.38,In-Person,Check,1,A432,North,0,2052.27
Convertible,Honda,CR-V,2003,22,Used,21407.09,Petrol,71,Female,Teacher,East,30,2,30,Comprehensive,C100119,2023-01-28 01:57:10,8337.57,Vandalism,Major,6,1,4378.31,5004.94,Phone,Bank Transfer,1,A963,South,0,1835.14
SUV,Ford,Focus,2012,13,New,9090.88,Petrol,46,Male,Teacher,South,31,1,27,Comprehensive,C100120,2021-10-08 16:19:37,9537.5,Vandalism,Major,1,0,3189.31,7468.8,In-Person,Bank Transfer,1,A886,North,0,647.88
Van,Toyota,Corolla,2012,13,New,31112.28,Diesel,72,Female,Teacher,Central,14,4,11,Third-party,C100121,2020-04-26 06:25:43,4765.67,Accident,Minor,4,1,4940.42,653.04,Phone,Check,0,A894,North,0,2205.11
Truck,Hyundai,Sonata,2017,8,Used,28925.83,Petrol,47,Male,Engineer,East,54,2,53,Comprehensive,C100122,2022-04-15 20:51:23,3447.07,Fire,Minor,2,0,3346.37,1959.07,Phone,Cash,1,A157,South,0,1746.14
Coupe,Mercedes,GLA,2001,24,New,18749.24,Diesel,74,Male,Driver,North,56,2,52,Collision,C100123,2023-09-11 22:48:33,1064.81,Accident,Minor,5,0,2260.75,3993.44,Online,Bank Transfer,1,A334,East,0,1586.86
Coupe,BMW,X5,2015,10,New,16927.06,Hybrid,30,Male,Lawyer,East,47,2,45,Third-party,C100124,2022-10-18 01:00:54,3544.91,Vandalism,Major,4,0,2018.78,6139.59,In-Person,Check,1,A941,East,0,825.33
Convertible,Honda,Accord,2000,25,Used,13488.16,Diesel,39,Male,Driver,West,29,3,29,Comprehensive,C100125,2021-05-30 07:16:58,6989.59,Theft,Minor,6,0,7443.14,5178.63,Online,Cash,0,A132,East,0,1305.44
Truck,Hyundai,Sonata,2018,7,Used,34315.02,Electric,33,Male,Engineer,Central,42,0,40,Third-party,C100126,2018-11-30 05:51:06,5068.99,Vandalism,Minor,2,0,2767.48,1555.76,Online,Cash,1,A924,North,0,2488.0
Truck,BMW,X3,2008,17,Used,26271.72,Diesel,62,Female,Unemployed,South,6,0,6,Third-party,C100127,2023-05-16 00:28:07,6852.09,Vandalism,Minor,3,1,2868.17,3302.61,Phone,Bank Transfer,1,A423,West,0,1334.28
Truck,BMW,3 Series,2002,23,Used,13932.74,Petrol,49,Male,Doctor,West,37,2,37,Collision,C100128,2021-05-04 16:20:36,5418.99,Vandalism,Minor,0,0,6220.17,3958.05,Online,Cash,0,A510,West,0,1146.47
Coupe,Toyota,RAV4,2006,19,New,28794.16,Diesel,57,Female,Lawyer,South,30,3,29,Collision,C100129,2018-01-30 12:49:52,5621.61,Fire,Major,2,0,6521.97,6541.27,Phone,Check,1,A374,North,0,2577.37
Van,BMW,X3,2009,16,Used,30713.19,Diesel,43,Male,Lawyer,South,43,4,40,Third-party,C100130,2022-01-20 14:29:42,6299.01,Theft,Total Loss,2,1,2265.1,7161.82,Phone,Check,0,A167,Central,0,2609.97
Convertible,Mercedes,C-Class,2000,25,Used,19830.3,Electric,48,Female,Unemployed,East,25,1,25,Collision,C100131,2019-07-09 09:30:51,3552.82,Theft,Major,2,0,5176.63,4194.24,Phone,Check,0,A316,South,1,1308.41
Truck,Hyundai,Tucson,2009,16,Used,17245.22,Electric,61,Male,Lawyer,East,35,2,33,Collision,C100132,2019-03-04 06:29:19,0.0,Theft,Total Loss,4,0,3275.94,7343.41,In-Person,Check,1,A680,West,0,1564.21
Truck,BMW,3 Series,2020,5,Used,12055.33,Petrol,36,Male,Engineer,West,45,1,41,Third-party,C100133,2020-09-09 14:09:48,3179.72,Accident,Major,4,1,6973.72,5157.54,Online,Bank Transfer,0,A997,North,0,792.93
SUV,Toyota,Camry,2008,17,New,25659.43,Hybrid,59,Female,Teacher,South,42,2,39,Collision,C100134,2018-09-18 15:41:15,3348.24,Fire,Minor,3,0,1474.73,3323.89,Phone,Check,1,A835,South,0,1658.09
Truck,Mercedes,GLA,2014,11,Used,16583.39,Hybrid,71,Male,Unemployed,East,25,0,24,Comprehensive,C100135,2019-01-09 00:01:51,4635.37,Theft,Minor,4,1,1775.77,5762.87,In-Person,Bank Transfer,1,A422,Central,0,873.31
SUV,Ford,F-150,2014,11,Used,16252.61,Petrol,51,Male,Teacher,West,43,0,39,Comprehensive,C100136,2018-05-22 23:50:57,5629.84,Theft,Major,0,1,1189.77,2619.5,Phone,Bank Transfer,1,A317,Central,0,1194.56
Convertible,Hyundai,Elantra,2002,23,Used,19907.77,Petrol,64,Male,Teacher,South,1,1,1,Third-party,C100137,2020-09-16 00:19:48,5256.73,Fire,Minor,4,0,2117.06,6220.22,Online,Check,0,A771,East,0,1165.67
Convertible,BMW,3 Series,2004,21,Used,13455.94,Petrol,66,Female,Driver,North,42,1,42,Comprehensive,C100138,2021-06-21 22:20:48,9966.74,Vandalism,Minor,6,0,5946.08,3855.33,Phone,Check,0,A611,Central,0,725.24
Convertible,Toyota,RAV4,2008,17,Used,32227.39,Hybrid,23,Male,Teacher,North,44,2,44,Comprehensive,C100139,2020-12-25 16:35:17,1727.46,Vandalism,Major,2,1,5530.5,3909.79,Online,Bank Transfer,1,A505,East,0,2131.4
SUV,Ford,Focus,2021,4,Used,27743.29,Hybrid,52,Female,Lawyer,West,42,3,39,Comprehensive,C100140,2020-06-10 00:55:27,3932.98,Fire,Minor,3,1,4970.54,2965.26,In-Person,Check,1,A758,South,0,2513.09
Coupe,Ford,Focus,2008,17,Used,20612.46,Hybrid,28,Male,Teacher,North,8,2,8,Collision,C100141,2019-03-28 11:43:50,6831.31,Theft,Minor,0,1,1411.86,5022.22,Online,Check,0,A569,Central,0,1550.74
Coupe,Honda,Civic,2022,3,Used,13190.03,Electric,54,Male,Unemployed,Central,52,4,48,Collision,C100142,2023-11-24 03:50:27,2782.16,Theft,Major,3,0,6528.99,3500.04,In-Person,Check,0,A246,East,0,1218.48
Van,Mercedes,GLA,2006,19,Damaged,13621.93,Diesel,39,Male,Unemployed,West,47,1,43,Collision,C100143,2022-11-24 00:27:19,2379.05,Accident,Major,2,0,4752.77,2660.62,Phone,Bank Transfer,1,A371,North,0,910.24
Van,BMW,X3,2022,3,Used,13269.13,Electric,30,Male,Lawyer,West,4,2,4,Third-party,C100144,2021-03-08 13:27:21,6171.28,Accident,Major,3,0,4690.94,4883.55,Online,Cash,1,A242,North,0,951.78
Coupe,Toyota,RAV4,2011,14,Used,10154.42,Electric,33,Male,Lawyer,South,26,0,23,Third-party,C100145,2020-08-22 07:30:49,10019.94,Theft,Major,2,1,6806.43,5174.07,Online,Bank Transfer,1,A352,North,0,671.51
Coupe,Honda,Accord,2008,17,New,22581.49,Electric,43,Male,Driver,Central,11,1,9,Third-party,C100146,2021-10-25 19:18:36,6705.25,Accident,Minor,3,1,4109.47,4026.75,In-Person,Check,0,A862,South,0,1192.06
Truck,Mercedes,C-Class,2005,20,Used,14860.5,Diesel,39,Female,Unemployed,West,34,4,30,Collision,C100147,2020-10-13 21:18:10,3843.65,Accident,Minor,1,1,1658.14,5196.19,In-Person,Cash,0,A674,Central,0,1436.61
Convertible,Honda,Accord,2022,3,Used,14403.59,Hybrid,59,Female,Teacher,East,28,0,27,Comprehensive,C100148,2019-03-05 04:47:16,4421.27,Accident,Total Loss,2,1,3580.07,4745.33,Online,Cash,1,A651,North,0,811.08
Coupe,Hyundai,Tucson,2001,24,Used,13488.5,Diesel,30,Female,Doctor,West,15,0,12,Comprehensive,C100149,2021-02-05 09:43:24,5068.09,Fire,Minor,4,1,1113.04,3400.45,Phone,Check,1,A369,Central,0,1184.89
Sedan,Mercedes,C-Class,2008,17,Used,28028.63,Electric,40,Male,Teacher,Central,18,1,16,Collision,C100150,2020-10-03 16:27:40,5017.29,Theft,Major,2,1,4964.48,500.0,Phone,Check,1,A864,Central,0,2284.47
Coupe,Mercedes,C-Class,2016,9,Used,13931.4,Diesel,49,Female,Doctor,West,48,2,47,Third-party,C100151,2023-03-22 11:51:50,4476.78,Theft,Minor,1,1,500.0,3961.45,Phone,Cash,1,A698,West,0,823.92
Truck,BMW,3 Series,2000,25,Used,30152.36,Hybrid,40,Male,Unemployed,North,42,2,38,Third-party,C100152,2022-03-28 21:25:42,1885.87,Vandalism,Minor,3,1,6597.87,4542.13,Phone,Check,0,A538,South,0,2259.51
Coupe,Mercedes,C-Class,2018,7,Used,17698.45,Electric,60,Female,Driver,Central,52,1,49,Third-party,C100153,2019-06-22 15:06:57,621.24,Theft,Major,0,0,3933.63,4173.17,Phone,Check,1,A697,Central,0,1001.21
Van,Honda,Accord,2005,20,Used,10039.35,Electric,49,Female,Engineer,East,50,1,47,Comprehensive,C100154,2019-01-22 06:34:42,4198.15,Theft,Major,2,1,3841.3,6969.59,In-Person,Check,0,A508,Central,0,1014.47
Van,Mercedes,E-Class,2004,21,New,23754.14,Petrol,65,Female,Driver,Central,26,0,22,Collision,C100155,2023-07-04 08:07:03,5748.84,Accident,Minor,1,1,5129.05,3489.66,Online,Check,0,A470,North,0,1886.85
Convertible,BMW,X5,2001,24,Used,27098.21,Hybrid,55,Male,Driver,West,17,2,14,Collision,C100156,2019-05-23 02:23:29,7420.81,Vandalism,Major,4,0,4998.98,6843.03,In-Person,Cash,1,A324,North,0,2337.13
SUV,BMW,3 Series,2008,17,New,13135.73,Electric,45,Male,Doctor,East,40,2,36,Comprehensive,C100157,2019-04-09 07:59:01,1751.82,Accident,Minor,2,1,4308.77,6776.93,In-Person,Bank Transfer,0,A241,West,0,944.0
Truck,Hyundai,Sonata,2013,12,Used,20505.92,Electric,50,Male,Driver,East,12,1,9,Comprehensive,C100158,2018-11-26 16:37:21,2685.87,Accident,Minor,2,0,4565.38,5646.72,Online,Bank Transfer,0,A621,West,0,983.53
SUV,Honda,Civic,2003,22,Used,22547.7,Hybrid,57,Male,Lawyer,East,29,3,25,Comprehensive,C100159,2022-06-06 09:07:26,4147.93,Vandalism,Minor,2,0,3239.36,3186.16,Phone,Check,1,A605,South,0,1054.43
Van,Ford,Focus,2003,22,Used,20765.07,Electric,43,Female,Driver,North,25,1,22,Collision,C100160,2022-11-08 12:19:44,6482.06,Theft,Minor,3,1,2016.94,4111.62,Online,Check,1,A193,West,0,1793.18
Convertible,Ford,Focus,2020,5,Used,16334.85,Petrol,47,Female,Unemployed,Central,5,0,5,Third-party,C100161,2021-08-01 02:38:34,5853.87,Fire,Minor,3,0,4863.75,3194.06,Phone,Bank Transfer,1,A873,West,0,814.52
Van,Mercedes,E-Class,2014,11,Used,27052.96,Diesel,69,Male,Driver,West,2,4,2,Third-party,C100162,2021-05-22 10:48:29,7073.89,Accident,Total Loss,0,1,5668.63,2855.16,In-Person,Check,1,A148,South,0,1177.87
Convertible,Hyundai,Tucson,2007,18,Used,17991.07,Petrol,34,Female,Doctor,North,22,0,20,Third-party,C100163,2019-01-15 04:48:51,14654.1,Vandalism,Minor,3,0,5417.63,4533.12,In-Person,Check,0,A981,South,0,1333.88
Coupe,Toyota,Camry,2003,22,New,15154.56,Diesel,59,Male,Unemployed,East,11,0,9,Third-party,C100164,2020-06-14 16:27:45,5671.1,Theft,Minor,2,0,2584.85,3301.29,Phone,Bank Transfer,0,A212,Central,0,935.17
Sedan,Mercedes,C-Class,2015,10,Used,5879.34,Petrol,46,Male,Driver,West,40,2,36,Third-party,C100165,2021-12-28 14:40:28,2329.44,Theft,Minor,5,1,500.0,3219.97,Online,Bank Transfer,0,A256,West,0,490.67
SUV,Hyundai,Elantra,2020,5,Used,5953.94,Diesel,19,Female,Driver,South,40,1,40,Comprehensive,C100166,2022-08-28 02:10:11,6869.74,Theft,Major,2,0,2396.51,4119.8,Online,Check,1,A742,North,0,741.69
Truck,Honda,Accord,2003,22,Used,21727.23,Petrol,68,Male,Unemployed,West,14,1,12,Comprehensive,C100167,2023-07-02 16:41:36,5073.58,Vandalism,Minor,5,0,843.91,3117.12,In-Person,Bank Transfer,1,A263,East,0,1937.29
Convertible,Honda,Civic,2015,10,Used,19383.6,Electric,55,Female,Unemployed,South,0,1,0,Comprehensive,C100168,2020-07-26 06:52:42,5322.52,Accident,Minor,4,1,3243.46,2915.4,Phone,Cash,1,A911,North,0,979.97
Coupe,Honda,CR-V,2021,4,New,27099.56,Diesel,51,Male,Unemployed,South,49,2,46,Comprehensive,C100169,2020-10-30 04:19:12,3529.7,Theft,Minor,2,1,5326.1,5249.76,Online,Check,1,A796,Central,0,1907.82
Coupe,Honda,Civic,2011,14,Damaged,29042.27,Hybrid,67,Male,Teacher,East,46,2,46,Third-party,C100170,2023-01-30 18:10:36,5002.23,Vandalism,Minor,4,0,1457.32,5453.11,Online,Bank Transfer,1,A532,Central,0,2273.32
Sedan,Honda,Accord,2015,10,Damaged,18039.17,Hybrid,63,Male,Unemployed,South,7,3,3,Collision,C100171,2022-07-26 20:21:44,4407.36,Fire,Major,3,1,5185.8,5928.05,Online,Cash,1,A710,Central,0,1628.76
Coupe,Hyundai,Elantra,2018,7,Used,27589.2,Petrol,55,Male,Lawyer,North,30,1,26,Comprehensive,C100172,2023-01-25 03:14:25,4725.32,Theft,Major,2,1,8834.88,798.97,In-Person,Check,0,A165,North,0,1961.16
Coupe,Hyundai,Sonata,2007,18,Damaged,15505.23,Petrol,29,Male,Lawyer,East,10,3,9,Comprehensive,C100173,2018-12-21 09:35:07,7898.36,Accident,Minor,3,1,4238.98,6889.99,Online,Bank Transfer,1,A494,North,0,796.04
Sedan,BMW,X5,2005,20,New,18800.88,Petrol,69,Male,Lawyer,South,16,1,14,Comprehensive,C100174,2018-03-10 07:43:06,952.22,Vandalism,Total Loss,2,1,3425.89,4159.0,In-Person,Cash,1,A490,West,0,1714.8
SUV,Ford,Focus,2009,16,New,18572.12,Diesel,38,Female,Driver,Central,26,1,22,Third-party,C100175,2021-02-23 20:13:56,5265.41,Fire,Major,7,0,5482.78,3837.66,Online,Bank Transfer,1,A710,North,0,1229.39
Coupe,Honda,Civic,2004,21,Used,32632.5,Electric,44,Female,Lawyer,North,30,0,26,Comprehensive,C100176,2022-02-11 07:18:20,6842.88,Accident,Minor,4,0,2305.17,5724.72,In-Person,Bank Transfer,0,A579,Central,0,2771.65
Convertible,Toyota,Corolla,2017,8,New,9772.11,Hybrid,57,Male,Teacher,Central,26,0,24,Third-party,C100177,2019-04-22 19:53:30,659.12,Theft,Major,8,1,4292.65,3962.7,In-Person,Cash,0,A641,North,0,891.65
Truck,Hyundai,Elantra,2009,16,New,20473.1,Petrol,20,Female,Engineer,West,13,1,12,Third-party,C100178,2019-05-18 16:24:20,4222.92,Accident,Minor,4,0,5448.01,3907.62,Online,Cash,1,A357,East,0,1530.38
Truck,Toyota,RAV4,2009,16,Used,14431.72,Diesel,54,Male,Engineer,North,50,4,48,Collision,C100179,2020-03-05 04:08:04,3110.35,Fire,Total Loss,5,1,3625.87,3411.08,Online,Check,0,A666,Central,0,1089.24
Truck,Toyota,Corolla,2006,19,Used,17607.88,Diesel,66,Male,Teacher,Central,22,2,21,Comprehensive,C100180,2021-04-05 23:48:58,8025.04,Vandalism,Total Loss,1,1,4910.41,3262.72,In-Person,Bank Transfer,0,A981,South,0,1010.61
Van,Toyota,Corolla,2017,8,Used,17265.74,Hybrid,43,Male,Engineer,Central,55,2,54,Comprehensive,C100181,2022-05-24 04:49:00,11529.73,Accident,Minor,2,1,1256.88,6030.86,Online,Bank Transfer,1,A111,Central,0,1673.48
Van,BMW,X5,2000,25,Used,20576.51,Hybrid,69,Female,Engineer,East,4,2,4,Comprehensive,C100182,2023-07-18 12:12:18,5938.83,Vandalism,Total Loss,4,1,3573.73,4401.01,Online,Check,0,A796,East,0,936.69
Convertible,Hyundai,Sonata,2006,19,Used,30775.34,Electric,22,Female,Doctor,West,29,2,29,Collision,C100183,2021-01-22 09:33:40,5506.78,Vandalism,Minor,4,1,3377.42,830.05,In-Person,Cash,1,A838,North,0,1720.46
Coupe,Toyota,Camry,2020,5,Used,35216.0,Hybrid,63,Male,Driver,North,33,1,29,Collision,C100184,2023-12-08 08:07:36,3084.47,Fire,Minor,1,1,900.99,500.0,Online,Cash,0,A217,West,0,1993.48
Coupe,Honda,CR-V,2000,25,Used,25252.57,Electric,37,Male,Doctor,North,46,1,42,Third-party,C100185,2021-06-21 07:36:48,4080.19,Vandalism,Major,2,1,4504.53,3470.88,Phone,Check,1,A798,Central,0,1934.41
Truck,Mercedes,C-Class,2014,11,Damaged,12166.94,Electric,63,Female,Doctor,North,18,4,14,Collision,C100186,2022-12-18 13:12:14,992.95,Theft,Major,4,0,2618.64,5538.53,Phone,Cash,1,A649,South,0,877.07
Sedan,Toyota,RAV4,2003,22,Used,18602.99,Diesel,58,Female,Teacher,South,56,0,56,Collision,C100187,2018-03-02 19:36:34,5016.59,Fire,Minor,5,0,3637.02,3185.94,Online,Bank Transfer,0,A868,East,0,1688.56
Coupe,BMW,X5,2019,6,New,22084.82,Diesel,25,Female,Engineer,North,30,2,30,Comprehensive,C100188,2023-01-17 07:27:35,3733.32,Accident,Total Loss,6,0,4428.8,7303.97,Online,Cash,1,A373,East,0,1084.75
Truck,Hyundai,Elantra,2009,16,Used,16744.61,Electric,60,Female,Teacher,South,15,2,13,Comprehensive,C100189,2023-08-11 21:05:20,3248.75,Accident,Major,2,0,8414.69,5240.16,Phone,Bank Transfer,1,A887,North,0,1525.26
Convertible,BMW,X5,2022,3,New,17783.4,Petrol,45,Male,Lawyer,East,44,4,40,Collision,C100190,2020-07-23 06:29:58,0.0,Vandalism,Total Loss,4,0,6065.08,1566.63,Phone,Cash,1,A756,Central,0,927.05
Truck,Toyota,Camry,2008,17,New,19430.72,Electric,46,Female,Doctor,South,26,3,24,Collision,C100191,2023-08-22 08:46:58,9090.0,Fire,Minor,4,1,4974.33,2879.93,In-Person,Cash,1,A448,East,0,1793.13
SUV,Hyundai,Sonata,2001,24,Used,26177.7,Hybrid,67,Female,Engineer,West,25,0,23,Comprehensive,C100192,2018-11-05 13:12:50,4719.5,Fire,Major,4,0,2396.81,2835.56,Phone,Check,1,A214,West,1,1103.53
Truck,Mercedes,C-Class,2013,12,Used,24241.45,Electric,58,Male,Driver,South,38,1,38,Collision,C100193,2021-08-14 04:25:41,3061.26,Accident,Minor,2,1,3084.21,4030.05,Online,Bank Transfer,1,A400,South,0,1667.31
Coupe,Toyota,Camry,2015,10,Used,15118.67,Electric,19,Male,Doctor,West,28,2,26,Third-party,C100194,2022-09-11 02:47:02,2691.79,Accident,Total Loss,5,1,6280.86,4347.24,In-Person,Check,1,A545,Central,0,918.02
Coupe,BMW,X5,2000,25,New,24742.67,Electric,71,Female,Engineer,West,48,1,48,Collision,C100195,2023-11-19 22:41:15,8566.03,Theft,Minor,3,1,1552.34,3789.36,Online,Check,1,A261,East,0,1750.92
Sedan,Ford,F-150,2001,24,Used,33794.89,Petrol,19,Male,Lawyer,West,50,1,50,Comprehensive,C100196,2023-11-21 04:44:11,3488.74,Theft,Total Loss,3,1,5410.13,3523.34,Phone,Bank Transfer,1,A564,West,0,1640.53
Convertible,Honda,Accord,2006,19,Used,7896.41,Petrol,55,Male,Teacher,West,56,2,56,Collision,C100197,2018-03-08 05:01:26,5515.38,Fire,Minor,2,1,5709.28,6876.49,In-Person,Check,1,A103,South,0,619.86
Convertible,BMW,X3,2009,16,Used,16501.36,Electric,55,Male,Engineer,North,38,2,35,Comprehensive,C100198,2019-11-07 11:49:21,3651.59,Accident,Total Loss,2,0,3786.04,4663.26,Phone,Cash,0,A839,East,0,1040.32
Sedan,Hyundai,Elantra,2021,4,New,15893.16,Hybrid,60,Female,Engineer,West,43,2,43,Collision,C100199,2018-11-14 10:36:22,5819.66,Fire,Minor,3,1,1412.51,5053.71,Phone,Cash,1,A996,North,0,1139.85
Convertible,Toyota,RAV4,2019,6,Used,20639.33,Diesel,40,Male,Doctor,Central,44,0,40,Collision,C100200,2019-10-26 21:02:40,5205.63,Theft,Major,4,0,3857.71,5547.62,Online,Check,0,A836,North,0,1329.58
Truck,Honda,Accord,2000,25,Used,5409.0,Hybrid,27,Male,Engineer,East,28,2,27,Collision,C100201,2018-12-20 12:23:01,6273.24,Vandalism,Major,1,0,1988.86,4549.43,Phone,Cash,1,A369,North,0,477.99
Convertible,Toyota,RAV4,2012,13,New,30888.7,Diesel,62,Male,Lawyer,Central,44,2,42,Third-party,C100202,2022-08-14 03:24:08,4419.05,Fire,Total Loss,5,1,3445.0,5156.6,Online,Cash,1,A612,East,0,1623.59
Truck,Hyundai,Sonata,2000,25,Used,20374.33,Hybrid,70,Male,Driver,North,45,1,41,Collision,C100203,2018-10-04 05:59:54,4932.88,Accident,Minor,5,0,6668.16,2399.54,Online,Bank Transfer,1,A880,North,0,1061.8
Convertible,Toyota,Camry,2004,21,Used,22385.07,Petrol,45,Female,Lawyer,West,46,1,46,Third-party,C100204,2020-10-28 14:24:55,1543.66,Fire,Major,4,1,5471.71,2845.14,Online,Check,1,A282,East,0,1915.68
Coupe,Ford,Focus,2015,10,New,21458.53,Hybrid,36,Female,Engineer,South,30,0,26,Third-party,C100205,2019-06-03 08:14:55,9111.61,Theft,Total Loss,2,1,3011.37,5774.38,Phone,Cash,0,A619,South,0,1527.31
Truck,Honda,CR-V,2014,11,New,15867.74,Electric,45,Female,Driver,North,1,1,0,Third-party,C100206,2019-03-22 16:53:12,2540.96,Theft,Total Loss,3,1,2420.6,2983.78,In-Person,Check,1,A208,Central,0,1375.5
Truck,Honda,Civic,2016,9,Used,25589.24,Diesel,48,Female,Lawyer,East,5,4,1,Collision,C100207,2021-06-04 23:47:39,6328.49,Accident,Minor,5,1,3196.99,2372.34,Phone,Check,1,A991,East,0,2111.76
Coupe,Hyundai,Elantra,2022,3,Used,20041.84,Hybrid,19,Female,Driver,South,8,4,5,Collision,C100208,2019-07-20 10:24:42,7486.62,Fire,Minor,2,0,4521.12,8604.57,Phone,Cash,1,A740,West,0,1402.06
Sedan,Ford,Escape,2015,10,Damaged,3322.68,Hybrid,46,Female,Unemployed,South,14,1,13,Third-party,C100209,2023-01-03 02:26:05,3126.21,Theft,Major,3,0,3006.19,4719.55,Phone,Cash,1,A405,East,0,512.42
Sedan,BMW,X5,2012,13,New,19134.69,Hybrid,69,Male,Doctor,West,19,2,16,Comprehensive,C100210,2022-09-26 23:56:29,4938.03,Fire,Major,3,0,6892.68,4945.04,Phone,Bank Transfer,0,A961,East,0,1412.39
Coupe,Toyota,Corolla,2010,15,New,17779.42,Petrol,31,Female,Engineer,East,47,0,47,Comprehensive,C100211,2018-05-17 12:03:38,7972.18,Vandalism,Major,3,0,1878.49,1083.65,Online,Cash,1,A754,South,1,1634.81
Van,Mercedes,C-Class,2016,9,Used,25573.93,Petrol,45,Female,Driver,East,1,4,0,Third-party,C100212,2018-09-29 20:53:28,1403.81,Theft,Minor,2,0,1915.72,2710.0,Online,Cash,1,A619,East,0,1069.21
Sedan,Toyota,Corolla,2016,9,Used,41611.3,Hybrid,18,Male,Teacher,South,2,3,1,Collision,C100213,2020-09-19 20:27:51,3732.56,Theft,Major,4,0,500.0,3061.44,Phone,Cash,0,A723,North,0,2055.9
Truck,Toyota,RAV4,2001,24,Used,23021.48,Petrol,61,Female,Doctor,East,54,2,50,Collision,C100214,2020-01-04 20:05:09,4214.33,Theft,Minor,7,1,1379.01,1729.54,In-Person,Cash,1,A303,North,0,996.35
Truck,BMW,X3,2012,13,Damaged,36958.39,Hybrid,67,Male,Engineer,Central,51,2,51,Collision,C100215,2018-02-13 07:35:15,7915.57,Fire,Major,3,1,5033.36,6189.2,Phone,Bank Transfer,1,A256,East,0,3122.72
Convertible,Toyota,RAV4,2013,12,Used,14510.19,Petrol,73,Male,Doctor,West,54,2,52,Comprehensive,C100216,2021-08-25 17:27:02,5831.56,Accident,Major,2,1,7504.8,6062.59,Online,Bank Transfer,0,A482,West,0,1136.41
Convertible,Ford,Escape,2010,15,Used,15023.01,Hybrid,33,Female,Teacher,West,52,3,50,Third-party,C100217,2019-07-06 18:52:39,5661.96,Theft,Minor,5,1,3856.3,5832.19,Phone,Cash,1,A880,Central,0,898.62
Van,Ford,Escape,2009,16,Used,18028.53,Electric,54,Female,Engineer,Central,29,2,28,Collision,C100218,2020-11-11 16:58:56,1810.44,Fire,Major,1,1,4597.33,2764.11,Phone,Bank Transfer,1,A265,Central,0,979.01
Truck,Honda,Civic,2002,23,Used,23401.54,Petrol,38,Male,Doctor,Central,7,1,3,Comprehensive,C100219,2019-01-02 21:36:38,5515.87,Theft,Minor,3,1,5480.44,1386.98,Online,Check,1,A652,West,0,1667.33
Van,Hyundai,Tucson,2016,9,Used,14875.18,Hybrid,68,Male,Doctor,East,39,0,35,Third-party,C100220,2019-04-26 23:31:49,2024.73,Fire,Minor,1,0,8430.29,5796.02,Online,Check,1,A897,South,0,1150.57
Truck,Mercedes,C-Class,2014,11,Used,7105.23,Diesel,31,Male,Driver,South,20,2,16,Collision,C100221,2023-01-15 09:39:25,3526.33,Theft,Minor,4,1,3433.45,9262.07,In-Person,Bank Transfer,1,A643,Central,0,572.45
Sedan,Toyota,RAV4,2008,17,Used,20184.44,Electric,60,Male,Driver,East,38,1,36,Collision,C100222,2018-03-09 05:58:46,6361.47,Theft,Total Loss,5,1,7347.03,4601.45,Phone,Check,1,A100,East,0,1866.93
Convertible,Toyota,Corolla,2009,16,Used,10856.05,Petrol,34,Male,Doctor,Central,42,2,39,Collision,C100223,2018-07-07 05:00:48,1150.55,Vandalism,Minor,3,0,6039.55,4184.38,Online,Cash,1,A713,South,0,1088.52
